category,title,color,price,website_prod_id,prod_img,start_url,brand,website_prod_url
Mobiles,Nokia Lumia 1320 Orange,orange,22399.0,1241176586,http://n2.sdlcdn.com/imgs/a/j/u/166x194/Nokia-Lumia-1320-Red-SDL901314191-1-3dd65.jpg,http://www.snapdeal.com/acors/json/product/get/search/175/900/20?q=&sort=plrty&keyword=&clickSrc=&viewType=List&lang=en&snr=false,orange,http://www.snapdeal.com/product/nokia-lumia-1320-orange/1241176586
Mobiles,Micromax Canvas Turbo A250 16GB Blue,blue,9999.0,301440495,http://n4.sdlcdn.com/imgs/a/j/x/166x194/Micromax-Canvas-Turbo-A250-SDL477589987-1-8f0cf.png,http://www.snapdeal.com/acors/json/product/get/search/175/900/20?q=&sort=plrty&keyword=&clickSrc=&viewType=List&lang=en&snr=false,blue,http://www.snapdeal.com/product/micromax-canvas-turbo-a250/301440495
Mobiles,Karbonn A1 Duple White,white,2999.0,1962268692,http://n3.sdlcdn.com/imgs/a/j/u/166x194/Karbonn-A1-Duple-White--SDL865937943-1-4d25c.jpg,http://www.snapdeal.com/acors/json/product/get/search/175/900/20?q=&sort=plrty&keyword=&clickSrc=&viewType=List&lang=en&snr=false,white,http://www.snapdeal.com/product/karbonn-a1-duple-white/1962268692
Mobiles,Nokia X2 4GB White,white,8498.0,533986204,http://n1.sdlcdn.com/imgs/a/m/3/166x194/Nokia-X2-White-SDL914620058-1-98262.jpg,http://www.snapdeal.com/acors/json/product/get/search/175/900/20?q=&sort=plrty&keyword=&clickSrc=&viewType=List&lang=en&snr=false,white,http://www.snapdeal.com/product/nokia-x2-white/533986204
Mobiles,Gionee Elife 5 1 Black,black,10700.0,731612419,http://n3.sdlcdn.com/imgs/a/z/z/166x194/Gionee_Elife_5_1_Black_SDL017493153_2_8745e_01-4ac8f.jpg,http://www.snapdeal.com/acors/json/product/get/search/175/900/20?q=&sort=plrty&keyword=&clickSrc=&viewType=List&lang=en&snr=false,black,http://www.snapdeal.com/product/gionee-elife-51-black-mobile/731612419
Mobiles,Celkon A63,,5499.0,666723915,http://n3.sdlcdn.com/imgs/a/j/0/166x194/Celkon-A63-SDL046760712-1-982fd.jpg,http://www.snapdeal.com/acors/json/product/get/search/175/900/20?q=&sort=plrty&keyword=&clickSrc=&viewType=List&lang=en&snr=false,,http://www.snapdeal.com/product/celkon-a63/666723915
Mobiles,Gionee P2S Dual Core Black,black,4820.0,1974278597,http://n1.sdlcdn.com/imgs/a/m/5/166x194/Gionee-P2S-Dual-Core-Android-SDL290643278-1-71716.jpg,http://www.snapdeal.com/acors/json/product/get/search/175/840/20?q=&sort=plrty&keyword=&clickSrc=&viewType=List&lang=en&snr=false,black,http://www.snapdeal.com/product/gionee-p2s-dual-core-android/1974278597
Mobiles,Panasonic GD28 silver,silver,1999.0,1821242701,http://n3.sdlcdn.com/imgs/a/l/8/166x194/Panasonic-GD28-silver-SDL004583205-1-4325f.jpg,http://www.snapdeal.com/acors/json/product/get/search/175/840/20?q=&sort=plrty&keyword=&clickSrc=&viewType=List&lang=en&snr=false,silver,http://www.snapdeal.com/product/panasonic-gd28-silver/1821242701
Mobiles,Lenovo A390 4GB Blue,blue,6000.0,1068698674,http://n3.sdlcdn.com/imgs/a/j/u/166x194/Lenovo-A390-SDL829302699-1-6d331.jpg,http://www.snapdeal.com/acors/json/product/get/search/175/900/20?q=&sort=plrty&keyword=&clickSrc=&viewType=List&lang=en&snr=false,blue,http://www.snapdeal.com/product/lenovo-a390/1068698674
Mobiles,Xolo Q1011 White,white,12999.0,1438351007,http://n1.sdlcdn.com/imgs/a/m/f/166x194/Xolo-Q1011-White-SDL654998407-1-e2bc5.jpg,http://www.snapdeal.com/acors/json/product/get/search/175/900/20?q=&sort=plrty&keyword=&clickSrc=&viewType=List&lang=en&snr=false,white,http://www.snapdeal.com/product/xolo-q1011-white/1438351007
Mobiles,Sony Xperia E C1504 4GB,,5990.0,810106,http://n4.sdlcdn.com/imgs/a/j/x/166x194/Sony-Xperia-E-C1504--SDL189728157-1-5c75b.jpg,http://www.snapdeal.com/acors/json/product/get/search/175/900/20?q=&sort=plrty&keyword=&clickSrc=&viewType=List&lang=en&snr=false,,http://www.snapdeal.com/product/sony-xperia-e-c1504/810106
Mobiles,hTC Desire 816G Plus Octa Core 8GB Blue,blue,17410.0,682385485570,http://n4.sdlcdn.com/imgs/a/1/6/166x194/SDL556789282-840ee.jpg,http://www.snapdeal.com/acors/json/product/get/search/175/900/20?q=&sort=plrty&keyword=&clickSrc=&viewType=List&lang=en&snr=false,blue,http://www.snapdeal.com/product/htc-desire-816g-plus-octa/682385485570
Mobiles,Samsung Galaxy S6 Edge 32GB,,57450.0,665394506183,http://n3.sdlcdn.com/imgs/a/5/j/166x194/Samsung-Galaxy-S6-Edge-32GB-SDL964333156-1-961b6.jpg,http://www.snapdeal.com/acors/json/product/get/search/175/900/20?q=&sort=plrty&keyword=&clickSrc=&viewType=List&lang=en&snr=false,,http://www.snapdeal.com/product/samsung-galaxy-s6-edge-32gb/665394506183
Mobiles,Sony Xperia Z3 Compact,,29000.0,2091696012,http://n3.sdlcdn.com/imgs/a/v/4/166x194/tp2-1aba8.jpg,http://www.snapdeal.com/acors/json/product/get/search/175/840/20?q=&sort=plrty&keyword=&clickSrc=&viewType=List&lang=en&snr=false,,http://www.snapdeal.com/product/sony-z3-compact/2091696012
Mobiles,iPhone 5S 32 GB Gold,gold,51585.0,1789228411,http://n3.sdlcdn.com/imgs/a/j/x/166x194/Apple-iPhone-5S-32-GB-SDL218520913-1-0c503.jpg,http://www.snapdeal.com/acors/json/product/get/search/175/840/20?q=&sort=plrty&keyword=&clickSrc=&viewType=List&lang=en&snr=false,gold,http://www.snapdeal.com/product/apple-iphone-5s-32-gb/1789228411
Mobiles,Micromax Gsm Others Bar Dual Sim X242 Grey,grey,1570.0,1955945665,http://n2.sdlcdn.com/imgs/a/r/r/166x194/Micromax-Gsm-Others-Bar-Dual-SDL789271103-1-31359.jpg,http://www.snapdeal.com/acors/json/product/get/search/175/840/20?q=&sort=plrty&keyword=&clickSrc=&viewType=List&lang=en&snr=false,grey,http://www.snapdeal.com/product/micromax-gsm-others-bar-dual/1955945665
Mobiles,I Smart IS 52 Black smart,black,2790.0,1788263480,http://n3.sdlcdn.com/imgs/a/n/3/166x194/I-Smart-IS-52-black-SDL650370960-1-0d121.jpg,http://www.snapdeal.com/acors/json/product/get/search/175/840/20?q=&sort=plrty&keyword=&clickSrc=&viewType=List&lang=en&snr=false,black,http://www.snapdeal.com/product/ismart-is52-black-smartphone/1788263480
Mobiles,Intex Fame Gsm,,1235.0,1049832816,http://n1.sdlcdn.com/imgs/a/q/c/166x194/Intex-Fame-Gsm-Mobile-Phone-SDL749967800-1-eea31.jpg,http://www.snapdeal.com/acors/json/product/get/search/175/840/20?q=&sort=plrty&keyword=&clickSrc=&viewType=List&lang=en&snr=false,,http://www.snapdeal.com/product/intex-fame-gsm-mobile-phone/1049832816
Mobiles,Sony Xperia C 4GB Blue,blue,19000.0,1905000552,http://n1.sdlcdn.com/imgs/a/n/x/166x194/Sony-Xperia-C-Purple-SDL442009316-1-51b11.jpg,http://www.snapdeal.com/acors/json/product/get/search/175/840/20?q=&sort=plrty&keyword=&clickSrc=&viewType=List&lang=en&snr=false,blue,http://www.snapdeal.com/product/sony-xperia-c-purple/1905000552
Mobiles,Samsung Galaxy Star Pro S7262 Red,red,5051.0,127346911,http://n2.sdlcdn.com/imgs/a/j/u/166x194/Samsung-Galaxy-Star-Pro-Wine-SDL700825952-1-47c7f.jpg,http://www.snapdeal.com/acors/json/product/get/search/175/900/20?q=&sort=plrty&keyword=&clickSrc=&viewType=List&lang=en&snr=false,red,http://www.snapdeal.com/product/samsung-galaxy-star-pro-wine/127346911
Mobiles,Sony Xperia Z Ultra 16GB,,29000.0,1724137757,http://n4.sdlcdn.com/imgs/a/v/4/166x194/sony1-ad71e.jpg,http://www.snapdeal.com/acors/json/product/get/search/175/900/20?q=&sort=plrty&keyword=&clickSrc=&viewType=List&lang=en&snr=false,,http://www.snapdeal.com/product/sony-xperia-z-ultra/1724137757
Mobiles,LG L Fino D295 4GB Black Titan,black,9427.0,654277795825,http://n3.sdlcdn.com/imgs/a/u/h/166x194/LG-L-Fino-D295-Black-SDL189573204-1-96df4.jpg,http://www.snapdeal.com/acors/json/product/get/search/175/900/20?q=&sort=plrty&keyword=&clickSrc=&viewType=List&lang=en&snr=false,black,http://www.snapdeal.com/product/lg-l-fino-d295-black/654277795825
Mobiles,Micromax A104 Canvas Fire 2 4GB Black,black,6299.0,1033015225,http://n3.sdlcdn.com/imgs/a/n/x/166x194/Micromax-A104-Canvas-Fire-2-SDL055063368-1-28797.jpg,http://www.snapdeal.com/acors/json/product/get/search/175/900/20?q=&sort=plrty&keyword=&clickSrc=&viewType=List&lang=en&snr=false,black,http://www.snapdeal.com/product/micromax-a104-canvas-fire-2/1033015225
Mobiles,Intex Aqua Power Hd White Gold,aqua,8935.0,677955090549,http://n1.sdlcdn.com/imgs/a/0/c/166x194/Intex-intex-aqua-power-hd-SDL001913997-1-9325e.jpg,http://www.snapdeal.com/acors/json/product/get/search/175/900/20?q=&sort=plrty&keyword=&clickSrc=&viewType=List&lang=en&snr=false,aqua,http://www.snapdeal.com/product/intex-intex-aqua-power-hd/677955090549
Mobiles,Cheers C8 Smart 13 4 cm 5 3 es,,3999.0,1156378891,http://n2.sdlcdn.com/imgs/a/n/a/166x194/Cheers-C8-Smartphone-5-3-SDL544394376-1-0af4a.jpg,http://www.snapdeal.com/acors/json/product/get/search/175/840/20?q=&sort=plrty&keyword=&clickSrc=&viewType=List&lang=en&snr=false,,http://www.snapdeal.com/product/cheers-c8-smartphone-53-inches/1156378891
Mobiles,Micromax X242 GREY,grey,1480.0,216289710,http://n1.sdlcdn.com/imgs/a/r/l/166x194/Micromax-X242-GREY-Mobile-Phone-SDL917183693-1-34859.jpg,http://www.snapdeal.com/acors/json/product/get/search/175/840/20?q=&sort=plrty&keyword=&clickSrc=&viewType=List&lang=en&snr=false,grey,http://www.snapdeal.com/product/micromax-x242-grey-mobile-phone/216289710
Mobiles,Intex Turbo S5 Mobile Phone,,1600.0,667378783,http://n1.sdlcdn.com/imgs/a/r/v/166x194/Intex-Turbo-S5-Mobile-Phone-SDL415300280-1-b1cfb.jpg,http://www.snapdeal.com/acors/json/product/get/search/175/840/20?q=&sort=plrty&keyword=&clickSrc=&viewType=List&lang=en&snr=false,,http://www.snapdeal.com/product/intex-turbo-s5-mobile-phone/667378783
Mobiles,Sony Xperia T2 Ultra 8GB White,white,18249.0,1710433958,http://n4.sdlcdn.com/imgs/a/r/o/166x194/Sony-Xperia-T2-Ultra-White-SDL424014679-1-7d3f3.jpg,http://www.snapdeal.com/acors/json/product/get/search/175/840/20?q=&sort=plrty&keyword=&clickSrc=&viewType=List&lang=en&snr=false,white,http://www.snapdeal.com/product/sony-xperia-t2-ultra-white/1710433958
Mobiles,LG G3 Flagship 32GB White,white,32399.0,1489547108,http://n3.sdlcdn.com/imgs/a/l/q/166x194/LG-G3-Flagship-32GB-Silk-SDL298054261-1-08fe4.jpg,http://www.snapdeal.com/acors/json/product/get/search/175/840/20?q=&sort=plrty&keyword=&clickSrc=&viewType=List&lang=en&snr=false,white,http://www.snapdeal.com/product/lg-g3-flagship-32gb-silk/1489547108
Mobiles,Nokia Lumia 520 8GB Cyan,cyan,8999.0,1235671054,http://n4.sdlcdn.com/imgs/a/j/w/166x194/Nokia-Lumia-520-Cyan-SDL475836273-1-8c174.jpg,http://www.snapdeal.com/acors/json/product/get/search/175/800/20?q=&sort=plrty&keyword=&clickSrc=&viewType=List&lang=en&snr=false,cyan,http://www.snapdeal.com/product/nokia-lumia-520-cyan/1235671054
Mobiles,LG L70 4GB White,white,8900.0,1307040945,http://n4.sdlcdn.com/imgs/a/j/0/166x194/LG-L70-White-SDL115224838-1-cbc4e.jpg,http://www.snapdeal.com/acors/json/product/get/search/175/800/20?q=&sort=plrty&keyword=&clickSrc=&viewType=List&lang=en&snr=false,white,http://www.snapdeal.com/product/lg-l70-white/1307040945
Mobiles,Vivo Y22 4GB,,9483.0,685537361196,http://n1.sdlcdn.com/imgs/a/2/v/166x194/Vivo_Y22_SDL719076358_1_ccf7a-1b489.jpg,http://www.snapdeal.com/acors/json/product/get/search/175/900/20?q=&sort=plrty&keyword=&clickSrc=&viewType=List&lang=en&snr=false,,http://www.snapdeal.com/product/vivo-y22/685537361196
Mobiles,LG L60i 4 4 Kitkat Dual Sim blue,blue,5000.0,671521831385,http://n1.sdlcdn.com/imgs/a/t/3/166x194/Lg-L60i-4-4-Kitkat-SDL212678374-1-cc7d9.jpg,http://www.snapdeal.com/acors/json/product/get/search/175/900/20?q=&sort=plrty&keyword=&clickSrc=&viewType=List&lang=en&snr=false,blue,http://www.snapdeal.com/product/lg-l60i-44-kitkat-dual/671521831385
Mobiles,Jivi X6600 Four Sim Phone black ,black,1499.0,669055400861,http://n2.sdlcdn.com/imgs/a/t/c/166x194/Jivi-X6600-Four-Sim-Phone-SDL778832091-1-7fede.jpg,http://www.snapdeal.com/acors/json/product/get/search/175/900/20?q=&sort=plrty&keyword=&clickSrc=&viewType=List&lang=en&snr=false,black,http://www.snapdeal.com/product/jivi-x6600-four-sim-phoneblackfree/669055400861
Mobiles,Intex Aqua Eco Dual Sim,aqua,3999.0,686610265238,http://n4.sdlcdn.com/imgs/a/s/w/166x194/Intex-Aqua-Eco-Dual-Sim-SDL635521589-1-e637a.jpg,http://www.snapdeal.com/acors/json/product/get/search/175/900/20?q=&sort=plrty&keyword=&clickSrc=&viewType=List&lang=en&snr=false,aqua,http://www.snapdeal.com/product/intex-aqua-eco-dual-sim/686610265238
Mobiles,DIGIMAC VIVO Black,black,3600.0,1224704216,http://n3.sdlcdn.com/imgs/a/j/u/166x194/Digimac-Vivo-Dual-SIM-Mobile-SDL622529357-1-401e6.jpg,http://www.snapdeal.com/acors/json/product/get/search/175/840/20?q=&sort=plrty&keyword=&clickSrc=&viewType=List&lang=en&snr=false,black,http://www.snapdeal.com/product/digimac-vivo-dualsim-mobile-phone/1224704216
Mobiles,Nokia XL Dual SIM 4GB Orange,orange,8650.0,418453944,http://n1.sdlcdn.com/imgs/a/j/x/166x194/Nokia-XL-Orange-SDL236460280-1-7360f.jpg,http://www.snapdeal.com/acors/json/product/get/search/175/840/20?q=&sort=plrty&keyword=&clickSrc=&viewType=List&lang=en&snr=false,orange,http://www.snapdeal.com/product/nokia-xl-orange/418453944
Mobiles,Forme F Fone White Silver,white,1149.0,1638204572,http://n3.sdlcdn.com/imgs/a/p/b/166x194/Forme-F-Fone-White-Silver--SDL947166624-1-a5c6c.jpg,http://www.snapdeal.com/acors/json/product/get/search/175/840/20?q=&sort=plrty&keyword=&clickSrc=&viewType=List&lang=en&snr=false,white,http://www.snapdeal.com/product/forme-f-fone-whitesilver/1638204572
Mobiles,Samsung Galaxy Grand 2 White With 2 Flipcovers,white,14490.0,1470210217,http://n1.sdlcdn.com/imgs/a/j/u/166x194/Samsung-Galaxy-Grand-2-White-SDL599651686-1-f2831.jpg,http://www.snapdeal.com/acors/json/product/get/search/175/840/20?q=&sort=plrty&keyword=&clickSrc=&viewType=List&lang=en&snr=false,white,http://www.snapdeal.com/product/samsung-galaxy-grand-2-white/1470210217
Mobiles,Oppo Find 7a Black,black,20889.0,1955594588,http://n4.sdlcdn.com/imgs/a/n/g/166x194/Oppo-Find-7a-black-SDL271289088-1-3e4dc.jpg,http://www.snapdeal.com/acors/json/product/get/search/175/840/20?q=&sort=plrty&keyword=&clickSrc=&viewType=List&lang=en&snr=false,black,http://www.snapdeal.com/product/oppo-find-7a-black/1955594588
Mobiles,Micromax A190 Canvas HD plus Black,black,8999.0,1593288941,http://n4.sdlcdn.com/imgs/a/l/l/166x194/Micromax-A190-canvas-HD-plus-SDL059333681-1-07b4d.jpg,http://www.snapdeal.com/acors/json/product/get/search/175/800/20?q=&sort=plrty&keyword=&clickSrc=&viewType=List&lang=en&snr=false,black,http://www.snapdeal.com/product/micromax-a190-canvas-hd-plus/1593288941
Mobiles,Nokia Lumia 820 8GB Yellow,yellow,28599.0,622797,http://n3.sdlcdn.com/imgs/a/j/0/166x194/Nokia-Lumia-820-Yellow-1779088-1-b3bf4.jpg,http://www.snapdeal.com/acors/json/product/get/search/175/800/20?q=&sort=plrty&keyword=&clickSrc=&viewType=List&lang=en&snr=false,yellow,http://www.snapdeal.com/product/nokia-lumia-820-yellow/622797
Mobiles,Sony Xperia Z3 16GB White,white,52000.0,244819068,http://n2.sdlcdn.com/imgs/a/w/y/166x194/z3_w-b5730.jpg,http://www.snapdeal.com/acors/json/product/get/search/175/800/20?q=&sort=plrty&keyword=&clickSrc=&viewType=List&lang=en&snr=false,white,http://www.snapdeal.com/product/sony-xperia-z3-white/244819068
Mobiles,Micromax Gsm and roid Touch Dual Sim A093 Black Silver,black,6999.0,301561165,http://n2.sdlcdn.com/imgs/a/r/r/166x194/Micromax-Gsm-and-roid-Touch-SDL414531019-1-0e12a.jpg,http://www.snapdeal.com/acors/json/product/get/search/175/800/20?q=&sort=plrty&keyword=&clickSrc=&viewType=List&lang=en&snr=false,black,http://www.snapdeal.com/product/micromax-gsm-and-roid-touch/301561165
Mobiles,Micromax X085,,1230.0,1186707751,http://n4.sdlcdn.com/imgs/a/j/u/166x194/Micromax-X085-SDL755113478-1-3dffc.png,http://www.snapdeal.com/acors/json/product/get/search/175/800/20?q=&sort=plrty&keyword=&clickSrc=&viewType=List&lang=en&snr=false,,http://www.snapdeal.com/product/micromax-x085/1186707751
Mobiles,Videocon Infinium Z30 Smart White,white,3099.0,747661555,http://n3.sdlcdn.com/imgs/a/r/v/166x194/Videocon-Infinium-Z30-Smart-Phone-SDL071776205-1-f08fb.jpg,http://www.snapdeal.com/acors/json/product/get/search/175/860/20?q=&sort=plrty&keyword=&clickSrc=&viewType=List&lang=en&snr=false,white,http://www.snapdeal.com/product/videocon-infinium-z30-smart-phone/747661555
Mobiles,VIDEOCON Z30 Black KITAKAT,black,2630.0,1335646296,http://n1.sdlcdn.com/imgs/a/n/b/166x194/VIDEOCON-Z30-BLACK-KITAKAT-SDL017543736-1-7be73.jpg,http://www.snapdeal.com/acors/json/product/get/search/175/860/20?q=&sort=plrty&keyword=&clickSrc=&viewType=List&lang=en&snr=false,black,http://www.snapdeal.com/product/videocon-z30-black-kitakat/1335646296
Mobiles,Samsung Galaxy S4 Mini I9192 8GB,,17165.0,1976936186,http://n3.sdlcdn.com/imgs/a/j/x/166x194/Samsung-Galaxy-S4-Mini-I9192-SDL435268032-1-71f17.jpg,http://www.snapdeal.com/acors/json/product/get/search/175/840/20?q=&sort=plrty&keyword=&clickSrc=&viewType=List&lang=en&snr=false,,http://www.snapdeal.com/product/samsung-galaxy-s4-mini-i9192/1976936186
Mobiles,Videocon Infinium Z30 Smart White,white,3099.0,747661555,http://n3.sdlcdn.com/imgs/a/r/v/166x194/Videocon-Infinium-Z30-Smart-Phone-SDL071776205-1-f08fb.jpg,http://www.snapdeal.com/acors/json/product/get/search/175/840/20?q=&sort=plrty&keyword=&clickSrc=&viewType=List&lang=en&snr=false,white,http://www.snapdeal.com/product/videocon-infinium-z30-smart-phone/747661555
Mobiles,Jivi Jsp 11 Dual Sim G G Slim Smart White,white,1899.0,586863968,http://n3.sdlcdn.com/imgs/a/o/k/166x194/Jivi-Jsp-11-Dual-Sim-SDL090011626-1-276af.jpg,http://www.snapdeal.com/acors/json/product/get/search/175/800/20?q=&sort=plrty&keyword=&clickSrc=&viewType=List&lang=en&snr=false,white,http://www.snapdeal.com/product/jivi-jsp-11-dual-sim/586863968
Mobiles,Nokia Lumia 830 16GB Orange,orange,19999.0,131120339,http://n1.sdlcdn.com/imgs/a/o/l/166x194/nokia-f638c.jpg,http://www.snapdeal.com/acors/json/product/get/search/175/800/20?q=&sort=plrty&keyword=&clickSrc=&viewType=List&lang=en&snr=false,orange,http://www.snapdeal.com/product/nokia-lumia-830-orange/131120339
Mobiles,Nokia X Dual SIM 4GB Green,green,4999.0,380290877,http://n4.sdlcdn.com/imgs/a/j/s/166x194/Nokia-X-Dual-SIM-Green-SDL013894754-1-0d9eb.jpg,http://www.snapdeal.com/acors/json/product/get/search/175/800/20?q=&sort=plrty&keyword=&clickSrc=&viewType=List&lang=en&snr=false,green,http://www.snapdeal.com/product/nokia-x-dual-sim-green/380290877
Mobiles,Nokia Asha 305 Silver White,silver,4635.0,242689,http://n3.sdlcdn.com/imgs/a/j/0/166x194/Nokia-Asha-305-Silver-White-1334496-1-dcd77.jpg,http://www.snapdeal.com/acors/json/product/get/search/175/800/20?q=&sort=plrty&keyword=&clickSrc=&viewType=List&lang=en&snr=false,silver,http://www.snapdeal.com/product/nokia-asha-305-silver-white/242689
Mobiles,Nokia Lumia 920 32GB Yellow,yellow,60000.0,622793,http://n2.sdlcdn.com/imgs/a/j/0/166x194/Nokia-Lumia-920-Yellow-1779084-1-4eb19.jpg,http://www.snapdeal.com/acors/json/product/get/search/175/800/20?q=&sort=plrty&keyword=&clickSrc=&viewType=List&lang=en&snr=false,yellow,http://www.snapdeal.com/product/nokia-lumia-920-yellow/622793
Mobiles,Samsung Galaxy Mega GT I9152 8GB Black,black,19888.0,1412740,http://n4.sdlcdn.com/imgs/a/j/0/166x194/Samsung-Galaxy-Mega-GT-I9152-SDL024103487-1-640d8.jpg,http://www.snapdeal.com/acors/json/product/get/search/175/860/20?q=&sort=plrty&keyword=&clickSrc=&viewType=List&lang=en&snr=false,black,http://www.snapdeal.com/product/samsung-galaxy-mega-gt-i9152/1412740
Mobiles,Samsung Galaxy Mega 6 3 GT I9200 8 GB White,white,26700.0,130558605,http://n1.sdlcdn.com/imgs/a/j/u/166x194/Samsung-Galaxy-Mega-6-3-SDL727156882-1-31af4.jpg,http://www.snapdeal.com/acors/json/product/get/search/175/860/20?q=&sort=plrty&keyword=&clickSrc=&viewType=List&lang=en&snr=false,white,http://www.snapdeal.com/product/samsung-galaxy-mega-63-gt/130558605
Mobiles,Nokia Asha 503 Dual SIM White,white,5989.0,972829564,http://n4.sdlcdn.com/imgs/a/j/x/166x194/Nokia-Asha-503-Dual-SIM-SDL188730525-1-0127a.jpg,http://www.snapdeal.com/acors/json/product/get/search/175/860/20?q=&sort=plrty&keyword=&clickSrc=&viewType=List&lang=en&snr=false,white,http://www.snapdeal.com/product/nokia-asha-503-dual-sim/972829564
Mobiles,Samsung Galaxy Note II N7100 16GB White,white,34650.0,419410,http://n3.sdlcdn.com/imgs/a/j/0/166x194/Samsung-Galaxy-Note-II-N7100-1522358-1-4e2c2.jpg,http://www.snapdeal.com/acors/json/product/get/search/175/860/20?q=&sort=plrty&keyword=&clickSrc=&viewType=List&lang=en&snr=false,white,http://www.snapdeal.com/product/samsung-galaxy-note-ii-n7100/419410
Mobiles,hTC One M8 16GB Silver,silver,42680.0,486490306,http://n4.sdlcdn.com/imgs/a/l/b/166x194/HTC-One-M8-32-GB-SDL305028810-1-5f47c.jpg,http://www.snapdeal.com/acors/json/product/get/search/175/860/20?q=&sort=plrty&keyword=&clickSrc=&viewType=List&lang=en&snr=false,silver,http://www.snapdeal.com/product/htc-one-m8-silver/486490306
