category,website_prod_url,title,price,start_url,website_prod_id,prod_img
Mobiles,http://www.amazon.in/Forme-Forme-C3520Blue/dp/B00ZFDZST0/ref=lp_1389432031_1_474?s=electronics&ie=UTF8&qid=1441806291&sr=1-474,Forme C3520Blue,1249.0,http://www.amazon.in/smartphones-basic-mobiles/b?ie=UTF8&node=1389432031&page=20,B00ZFDZST0,http://ecx.images-amazon.com/images/I/41gx6GAiuJL._AA160_.jpg
Mobiles,http://www.amazon.in/Sony-Xperia-Z3-Black-16GB/dp/B00NPTLX0Y/ref=lp_1389432031_1_475?s=electronics&ie=UTF8&qid=1441806291&sr=1-475,Sony Xperia Z3 Black 16GB ,,http://www.amazon.in/smartphones-basic-mobiles/b?ie=UTF8&node=1389432031&page=20,B00NPTLX0Y,http://ecx.images-amazon.com/images/I/413Y-YS8HPL._AA160_.jpg
Mobiles,http://www.amazon.in/Lava-EG841-CDMA-White/dp/B00YON4DZM/ref=lp_1389432031_1_476?s=electronics&ie=UTF8&qid=1441806291&sr=1-476,Lava EG841 CDMA White ,5900.0,http://www.amazon.in/smartphones-basic-mobiles/b?ie=UTF8&node=1389432031&page=20,B00YON4DZM,http://ecx.images-amazon.com/images/I/4177gouW2aL._AA160_.jpg
Mobiles,http://www.amazon.in/Xolo-Q1000-Opus-White-4GB/dp/B00HF4VSGO/ref=lp_1389432031_1_477?s=electronics&ie=UTF8&qid=1441806291&sr=1-477,Xolo Q1000 Opus White 4GB ,8999.0,http://www.amazon.in/smartphones-basic-mobiles/b?ie=UTF8&node=1389432031&page=20,B00HF4VSGO,http://ecx.images-amazon.com/images/I/41ci4M56koL._AA160_.jpg
Mobiles,http://www.amazon.in/Intex-aqua-Q2-intex/dp/B00YGKAFFU/ref=lp_1389432031_1_478?s=electronics&ie=UTF8&qid=1441806291&sr=1-478,intex aqua Q2,4299.0,http://www.amazon.in/smartphones-basic-mobiles/b?ie=UTF8&node=1389432031&page=20,B00YGKAFFU,http://g-ecx.images-amazon.com/images/G/31/x-site/icons/no-img-sm._CB138359930_AA75_.gif
Mobiles,http://www.amazon.in/Sony-T3-Xperia-White/dp/B00M1TBGR4/ref=lp_1389432031_1_479?s=electronics&ie=UTF8&qid=1441806291&sr=1-479,Sony Xperia T3 White ,14889.0,http://www.amazon.in/smartphones-basic-mobiles/b?ie=UTF8&node=1389432031&page=20,B00M1TBGR4,http://ecx.images-amazon.com/images/I/41n5AetubrL._AA160_.jpg
Mobiles,http://www.amazon.in/Lenovo-A328-White/dp/B00OHKBVR0/ref=lp_1389432031_1_480?s=electronics&ie=UTF8&qid=1441806291&sr=1-480,Lenovo A328 White ,7000.0,http://www.amazon.in/smartphones-basic-mobiles/b?ie=UTF8&node=1389432031&page=20,B00OHKBVR0,http://ecx.images-amazon.com/images/I/41dXdy8VjwL._AA160_.jpg
Mobiles,http://www.amazon.in/Microsoft-Lumia-640-XL-Dual/dp/B00VG0IQL8/ref=lp_1389432031_1_241?s=electronics&ie=UTF8&qid=1441806367&sr=1-241,Microsoft Lumia 640 XL Dual SIM Cyan ,14890.0,http://www.amazon.in/smartphones-basic-mobiles/b?ie=UTF8&node=1389432031&page=11,B00VG0IQL8,http://ecx.images-amazon.com/images/I/51UuUfabcAL._AA160_.jpg
Mobiles,http://www.amazon.in/Micromax-A316-Canvas-Hue-2-A316-Black/dp/B010SOUBEW/ref=lp_1389432031_1_242?s=electronics&ie=UTF8&qid=1441806367&sr=1-242,Micromax Canvas Hue 2 A316 Black,11399.0,http://www.amazon.in/smartphones-basic-mobiles/b?ie=UTF8&node=1389432031&page=11,B010SOUBEW,http://ecx.images-amazon.com/images/I/21eP8IGmjhL._AA160_.jpg
Mobiles,http://www.amazon.in/Forme-S700-Phone-White-Purple/dp/B00LZT95H4/ref=lp_1389432031_1_243?s=electronics&ie=UTF8&qid=1441806367&sr=1-243,Forme S700 Dual Sim Cell Phone White Purple ,1395.0,http://www.amazon.in/smartphones-basic-mobiles/b?ie=UTF8&node=1389432031&page=11,B00LZT95H4,http://ecx.images-amazon.com/images/I/31p0DSs7T3L._AA160_.jpg
Mobiles,http://www.amazon.in/BQ-BQ-S38-BlACK-COLOR-Black/dp/B00QX1DAIY/ref=lp_1389432031_1_244?s=electronics&ie=UTF8&qid=1441806367&sr=1-244,BQ S38 IPS Black ,2749.0,http://www.amazon.in/smartphones-basic-mobiles/b?ie=UTF8&node=1389432031&page=11,B00QX1DAIY,http://ecx.images-amazon.com/images/I/31XiPcZN-FL._AA160_.jpg
Mobiles,http://www.amazon.in/Lava-KKT-UNO-Plus-Black-Silver/dp/B00ZIIUPPO/ref=lp_1389432031_1_245?s=electronics&ie=UTF8&qid=1441806367&sr=1-245,Lava KKT UNO Plus Black Silver ,1279.0,http://www.amazon.in/smartphones-basic-mobiles/b?ie=UTF8&node=1389432031&page=11,B00ZIIUPPO,http://ecx.images-amazon.com/images/I/41xtJPNzDSL._AA160_.jpg
Mobiles,http://www.amazon.in/Intex-Aqua-3G-Strong-Champagne/dp/B00ZX1NGES/ref=lp_1389432031_1_246?s=electronics&ie=UTF8&qid=1441806367&sr=1-246,Intex Aqua 3G Strong Champagne ,3297.0,http://www.amazon.in/smartphones-basic-mobiles/b?ie=UTF8&node=1389432031&page=11,B00ZX1NGES,http://ecx.images-amazon.com/images/I/41T4wMnLqlL._AA160_.jpg
Mobiles,http://www.amazon.in/Forme-S10-Dual-Sim-Silver/dp/B00KVG65MU/ref=lp_1389432031_1_247?s=electronics&ie=UTF8&qid=1441806367&sr=1-247,Forme S10 Dual Sim Silver Red ,895.0,http://www.amazon.in/smartphones-basic-mobiles/b?ie=UTF8&node=1389432031&page=11,B00KVG65MU,http://ecx.images-amazon.com/images/I/41kytynsKpL._AA160_.jpg
Mobiles,http://www.amazon.in/HTC-Desire-816G-Octa-core-Dual/dp/B00STZZ88W/ref=lp_1389432031_1_248?s=electronics&ie=UTF8&qid=1441806367&sr=1-248,HTC Desire 816G Octa core Dual SIM 16GB Blue ,,http://www.amazon.in/smartphones-basic-mobiles/b?ie=UTF8&node=1389432031&page=11,B00STZZ88W,http://ecx.images-amazon.com/images/I/31xDvkfSu7L._AA160_.jpg
Mobiles,http://www.amazon.in/Sony-Xperia-M2-Black-8GB/dp/B00JYD4BQS/ref=lp_1389432031_1_249?s=electronics&ie=UTF8&qid=1441806367&sr=1-249,Sony Xperia M2 Black 8GB ,12978.0,http://www.amazon.in/smartphones-basic-mobiles/b?ie=UTF8&node=1389432031&page=11,B00JYD4BQS,http://ecx.images-amazon.com/images/I/4120a3ai9-L._AA160_.jpg
Mobiles,http://www.amazon.in/Nokia-225-Dual-SIM-Bright/dp/B00LD0DPJ4/ref=lp_1389432031_1_250?s=electronics&ie=UTF8&qid=1441806367&sr=1-250,Nokia 225 Dual SIM Bright Red ,3380.0,http://www.amazon.in/smartphones-basic-mobiles/b?ie=UTF8&node=1389432031&page=11,B00LD0DPJ4,http://ecx.images-amazon.com/images/I/41O0hUgKgsL._AA160_.jpg
Mobiles,http://www.amazon.in/Samsung-Galaxy-Grand-Prime-SM-G531F/dp/B012NSG0TQ/ref=lp_1389432031_1_251?s=electronics&ie=UTF8&qid=1441806367&sr=1-251,Samsung Galaxy Grand Prime 4G SM G531F White ,11100.0,http://www.amazon.in/smartphones-basic-mobiles/b?ie=UTF8&node=1389432031&page=11,B012NSG0TQ,http://ecx.images-amazon.com/images/I/41mopDmBozL._AA160_.jpg
Mobiles,http://www.amazon.in/Sony-Xperia-Z2-Black-3GB/dp/B00K81HIDS/ref=lp_1389432031_1_252?s=electronics&ie=UTF8&qid=1441806367&sr=1-252,Sony Xperia Z2 Black 3GB RAM ,27990.0,http://www.amazon.in/smartphones-basic-mobiles/b?ie=UTF8&node=1389432031&page=11,B00K81HIDS,http://ecx.images-amazon.com/images/I/41eBRO4uQrL._AA160_.jpg
Mobiles,http://www.amazon.in/Lava-KKT-14s-Grey-Black%C2%A0/dp/B00T972QFM/ref=lp_1389432031_1_253?s=electronics&ie=UTF8&qid=1441806367&sr=1-253,Lava KKT 14s Grey Black ,1039.0,http://www.amazon.in/smartphones-basic-mobiles/b?ie=UTF8&node=1389432031&page=11,B00T972QFM,http://ecx.images-amazon.com/images/I/41tiIymMfQL._AA160_.jpg
Mobiles,http://www.amazon.in/Samsung-Galaxy-Duos-GT-S7582-White/dp/B00H3YT1S8/ref=lp_1389432031_1_254?s=electronics&ie=UTF8&qid=1441806367&sr=1-254,Samsung Galaxy S Duos 2 GT S7582 Pure White ,7999.0,http://www.amazon.in/smartphones-basic-mobiles/b?ie=UTF8&node=1389432031&page=11,B00H3YT1S8,http://ecx.images-amazon.com/images/I/51EK4j1skOL._AA160_.jpg
Mobiles,http://www.amazon.in/Gionee-M2-White-8GB/dp/B00M3RIOJW/ref=lp_1389432031_1_255?s=electronics&ie=UTF8&qid=1441806367&sr=1-255,Gionee M2 White 8GB ,7999.0,http://www.amazon.in/smartphones-basic-mobiles/b?ie=UTF8&node=1389432031&page=11,B00M3RIOJW,http://ecx.images-amazon.com/images/I/41F-vNV9%2BQL._AA160_.jpg
Mobiles,http://www.amazon.in/Sony-Xperia-T2-Ultra-Black/dp/B00I0SMCV4/ref=lp_1389432031_1_256?s=electronics&ie=UTF8&qid=1441806367&sr=1-256,Sony Xperia T2 Ultra Dual SIM Black 1GB RAM ,17470.0,http://www.amazon.in/smartphones-basic-mobiles/b?ie=UTF8&node=1389432031&page=11,B00I0SMCV4,http://ecx.images-amazon.com/images/I/41dC76cDezL._AA160_.jpg
Mobiles,http://www.amazon.in/Micromax-Bolt-Q324-Silver/dp/B00YMJ2R2Y/ref=lp_1389432031_1_257?s=electronics&ie=UTF8&qid=1441806367&sr=1-257,Micromax Bolt Q324 Silver ,3399.0,http://www.amazon.in/smartphones-basic-mobiles/b?ie=UTF8&node=1389432031&page=11,B00YMJ2R2Y,http://ecx.images-amazon.com/images/I/51aJR5lCZjL._AA160_.jpg
Mobiles,http://www.amazon.in/Panasonic-Eluga-A-ELUGA-Black/dp/B00N5UJZQW/ref=lp_1389432031_1_258?s=electronics&ie=UTF8&qid=1441806367&sr=1-258,Panasonic ELUGA A Black ,6380.0,http://www.amazon.in/smartphones-basic-mobiles/b?ie=UTF8&node=1389432031&page=11,B00N5UJZQW,http://ecx.images-amazon.com/images/I/41QYhjxWfvL._AA160_.jpg
Mobiles,http://www.amazon.in/Lenovo-A6000-White/dp/B0117C7QRY/ref=lp_1389432031_1_259?s=electronics&ie=UTF8&qid=1441806367&sr=1-259,Lenovo A6000 White,7649.0,http://www.amazon.in/smartphones-basic-mobiles/b?ie=UTF8&node=1389432031&page=11,B0117C7QRY,http://ecx.images-amazon.com/images/I/41J4DlmgvsL._AA160_.jpg
Mobiles,http://www.amazon.in/Intex-Aqua-3G-Plus-Black/dp/B00QAA7P9I/ref=lp_1389432031_1_260?s=electronics&ie=UTF8&qid=1441806367&sr=1-260,Intex Aqua 3G Plus Black ,,http://www.amazon.in/smartphones-basic-mobiles/b?ie=UTF8&node=1389432031&page=11,B00QAA7P9I,http://ecx.images-amazon.com/images/I/514OQE3Z7PL._AA160_.jpg
Mobiles,http://www.amazon.in/Micromax-Canvas-Knight-Cameo-A290/dp/B00N1P5KHO/ref=lp_1389432031_1_261?s=electronics&ie=UTF8&qid=1441806367&sr=1-261,Micromax Canvas Knight Cameo A290 Black Gold ,7499.0,http://www.amazon.in/smartphones-basic-mobiles/b?ie=UTF8&node=1389432031&page=11,B00N1P5KHO,http://ecx.images-amazon.com/images/I/41HqeBppBvL._AA160_.jpg
Mobiles,http://www.amazon.in/Sansui-S351-Black/dp/B00Y8E4RMG/ref=lp_1389432031_1_262?s=electronics&ie=UTF8&qid=1441806367&sr=1-262,Sansui S351 Black,1759.0,http://www.amazon.in/smartphones-basic-mobiles/b?ie=UTF8&node=1389432031&page=11,B00Y8E4RMG,http://ecx.images-amazon.com/images/I/41u23jVVsDL._AA160_.jpg
Mobiles,http://www.amazon.in/Lava-KKT-28-Plus-Black-Gray/dp/B00ZX0X28E/ref=lp_1389432031_1_263?s=electronics&ie=UTF8&qid=1441806367&sr=1-263,Lava KKT 28 Plus Black Gray ,1429.0,http://www.amazon.in/smartphones-basic-mobiles/b?ie=UTF8&node=1389432031&page=11,B00ZX0X28E,http://ecx.images-amazon.com/images/I/41YjkWsV4aL._AA160_.jpg
Mobiles,http://www.amazon.in/Micromax-Canvas-Pep-Q371-Blue/dp/B00TTWSTP8/ref=lp_1389432031_1_264?s=electronics&ie=UTF8&qid=1441806367&sr=1-264,Micromax Canvas Pep Q371 Blue ,5950.0,http://www.amazon.in/smartphones-basic-mobiles/b?ie=UTF8&node=1389432031&page=11,B00TTWSTP8,http://ecx.images-amazon.com/images/I/41oYYIPxZDL._AA160_.jpg
Mobiles,http://www.amazon.in/BlackBerry-Z30-Black-16GB/dp/B00H93LLX6/ref=lp_1389432031_1_265?s=electronics&ie=UTF8&qid=1441806367&sr=1-265,BlackBerry Z30 Black 16GB ,22990.0,http://www.amazon.in/smartphones-basic-mobiles/b?ie=UTF8&node=1389432031&page=12,B00H93LLX6,http://ecx.images-amazon.com/images/I/41K01Zmw-4L._AA160_.jpg
Mobiles,http://www.amazon.in/Karbonn-Titanium-High-S203-Black/dp/B00Z9ABFEG/ref=lp_1389432031_1_266?s=electronics&ie=UTF8&qid=1441806367&sr=1-266,Karbonn Titanium High 2 S203 Black ,4349.0,http://www.amazon.in/smartphones-basic-mobiles/b?ie=UTF8&node=1389432031&page=12,B00Z9ABFEG,http://ecx.images-amazon.com/images/I/41F-P1B8Q0L._AA160_.jpg
Mobiles,http://www.amazon.in/Intex-Aqua-Power-HD-Black/dp/B00TGURY2W/ref=lp_1389432031_1_267?s=electronics&ie=UTF8&qid=1441806367&sr=1-267,Intex Aqua Power HD Black ,8299.0,http://www.amazon.in/smartphones-basic-mobiles/b?ie=UTF8&node=1389432031&page=12,B00TGURY2W,http://ecx.images-amazon.com/images/I/41rNUuNK1aL._AA160_.jpg
Mobiles,http://www.amazon.in/Reliance-Haier-CG550-Dual-CDMA/dp/B0144RL2IS/ref=lp_1389432031_1_268?s=electronics&ie=UTF8&qid=1441806367&sr=1-268,Reliance Haier CG550 Dual SIM CDMA GSM ,,http://www.amazon.in/smartphones-basic-mobiles/b?ie=UTF8&node=1389432031&page=12,B0144RL2IS,http://ecx.images-amazon.com/images/I/41f0eEeCOYL._AA160_.jpg
Mobiles,http://www.amazon.in/Intex-Aqua-Y2-Pro-Blue/dp/B00OIIZHJO/ref=lp_1389432031_1_269?s=electronics&ie=UTF8&qid=1441806367&sr=1-269,Intex Aqua Y2 Pro Blue ,4199.0,http://www.amazon.in/smartphones-basic-mobiles/b?ie=UTF8&node=1389432031&page=12,B00OIIZHJO,http://ecx.images-amazon.com/images/I/411wpCVQ5jL._AA160_.jpg
Mobiles,http://www.amazon.in/Gionee-Elife-S7-Black-16GB/dp/B00WER132G/ref=lp_1389432031_1_270?s=electronics&ie=UTF8&qid=1441806367&sr=1-270,Gionee Elife S7 Black 16GB ,20252.0,http://www.amazon.in/smartphones-basic-mobiles/b?ie=UTF8&node=1389432031&page=12,B00WER132G,http://ecx.images-amazon.com/images/I/41i-O1yBj%2BL._AA160_.jpg
Mobiles,http://www.amazon.in/Intex-Aqua-Y2-Ultra-White-Champagne/dp/B0105USNYY/ref=lp_1389432031_1_271?s=electronics&ie=UTF8&qid=1441806367&sr=1-271,Intex Aqua Y2 Ultra White Champagne ,,http://www.amazon.in/smartphones-basic-mobiles/b?ie=UTF8&node=1389432031&page=12,B0105USNYY,http://ecx.images-amazon.com/images/I/51XLHWjJdHL._AA160_.jpg
Mobiles,http://www.amazon.in/Samsung-11226-SAMSUNG-METRO-350/dp/B0133W68YI/ref=lp_1389432031_1_272?s=electronics&ie=UTF8&qid=1441806367&sr=1-272,SAMSUNG METRO 350,2650.0,http://www.amazon.in/smartphones-basic-mobiles/b?ie=UTF8&node=1389432031&page=12,B0133W68YI,http://ecx.images-amazon.com/images/I/41p0nWS1tBL._AA160_.jpg
Mobiles,http://www.amazon.in/Gionee-Marathon-M3-Black-8GB/dp/B00PGL6XLI/ref=lp_1389432031_1_273?s=electronics&ie=UTF8&qid=1441806367&sr=1-273,Gionee Marathon M3 Black 8GB ,10500.0,http://www.amazon.in/smartphones-basic-mobiles/b?ie=UTF8&node=1389432031&page=12,B00PGL6XLI,http://ecx.images-amazon.com/images/I/41nSv-HdZmL._AA160_.jpg
Mobiles,http://www.amazon.in/Sony-Xperia-Z3-Black-32GB/dp/B010V42Y9Y/ref=lp_1389432031_1_274?s=electronics&ie=UTF8&qid=1441806367&sr=1-274,Sony Xperia Z3 Black 32GB ,43790.0,http://www.amazon.in/smartphones-basic-mobiles/b?ie=UTF8&node=1389432031&page=12,B010V42Y9Y,http://ecx.images-amazon.com/images/I/41Jj42xbbdL._AA160_.jpg
Mobiles,http://www.amazon.in/Nokia-105-Dual-Sim-Cyan/dp/B014DIF180/ref=lp_1389432031_1_275?s=electronics&ie=UTF8&qid=1441806367&sr=1-275,Nokia 105 Dual Sim Cyan ,,http://www.amazon.in/smartphones-basic-mobiles/b?ie=UTF8&node=1389432031&page=12,B014DIF180,http://ecx.images-amazon.com/images/I/41946PrRtDL._AA160_.jpg
Mobiles,http://www.amazon.in/Kinda-W1-Watch-Phone/dp/B00EZP81YS/ref=lp_1389432031_1_276?s=electronics&ie=UTF8&qid=1441806367&sr=1-276,Kinda W1 Watch Phone,1990.0,http://www.amazon.in/smartphones-basic-mobiles/b?ie=UTF8&node=1389432031&page=12,B00EZP81YS,http://ecx.images-amazon.com/images/I/41DCCtd1gdL._AA160_.jpg
Mobiles,http://www.amazon.in/PHICOMM-Passion-660-Black-16GB/dp/B00WKGE7WO/ref=lp_1389432031_1_277?s=electronics&ie=UTF8&qid=1441806367&sr=1-277,PHICOMM Passion 660 Black 16GB ,10999.0,http://www.amazon.in/smartphones-basic-mobiles/b?ie=UTF8&node=1389432031&page=12,B00WKGE7WO,http://ecx.images-amazon.com/images/I/412xlXrZAZL._AA160_.jpg
